Run,Phase,Block,Trial,Object,Pos,Con,ObjectCategory,Onset,Duration,Response,RT,isCorrect
1,test1,2,3,2,6,3,animal_body,,,NaN,NaN,NaN
1,test1,2,4,1,4,2,animal_face,,,NaN,NaN,NaN
1,test1,2,5,9,2,4,human_body,,,NaN,NaN,NaN
1,test1,2,6,7,1,3,human_body,,,NaN,NaN,NaN
1,test1,2,7,11,3,4,animal_body,,,NaN,NaN,NaN
1,test1,2,8,4,3,3,animal_face,,,NaN,NaN,NaN
1,test1,2,9,5,6,2,human_face,,,NaN,NaN,NaN
1,test1,2,10,8,5,2,lifeless,,,NaN,NaN,NaN
1,test1,2,11,10,4,1,human_face,,,NaN,NaN,NaN
1,test1,2,12,6,2,1,lifeless,,,NaN,NaN,NaN
1,test2,2,1,3,5,4,plants,,,NaN,NaN,NaN
1,test2,2,2,12,1,1,plants,,,NaN,NaN,NaN
1,test2,2,3,2,6,3,animal_body,,,NaN,NaN,NaN
1,test2,2,4,1,4,2,animal_face,,,NaN,NaN,NaN
1,test2,2,5,9,2,4,human_body,,,NaN,NaN,NaN
1,test2,2,6,7,1,3,human_body,,,NaN,NaN,NaN
1,test2,2,7,11,3,4,animal_body,,,NaN,NaN,NaN
1,test2,2,8,4,3,3,animal_face,,,NaN,NaN,NaN
1,test2,2,9,5,6,2,human_face,,,NaN,NaN,NaN
1,test2,2,10,8,5,2,lifeless,,,NaN,NaN,NaN
1,test2,2,11,10,4,1,human_face,,,NaN,NaN,NaN
1,test2,2,12,6,2,1,lifeless,,,NaN,NaN,NaN
1,learning,3,1,2,1,3,animal_body,,,0,0,0
1,learning,3,2,7,4,3,human_body,,,0,0,0
1,learning,3,3,12,6,1,plants,,,0,0,0
1,learning,3,4,3,2,4,plants,,,0,0,0
1,learning,3,5,9,5,4,human_body,,,0,0,0
1,learning,3,6,1,1,2,animal_face,,,0,0,0
1,learning,3,7,8,4,2,lifeless,,,0,0,0
1,learning,3,8,4,2,3,animal_face,,,0,0,0
1,learning,3,9,10,5,1,human_face,,,0,0,0
1,learning,3,10,5,3,2,human_face,,,0,0,0
1,learning,3,11,6,3,1,lifeless,,,0,0,0
1,learning,3,12,11,6,4,animal_body,,,0,0,0
1,retrieval,3,1,5,3,2,human_face,,,0,0,0
1,retrieval,3,2,8,4,2,lifeless,,,0,0,0
1,retrieval,3,3,6,3,1,lifeless,,,0,0,0
1,retrieval,3,4,2,1,3,animal_body,,,0,0,0
1,retrieval,3,5,3,2,4,plants,,,0,0,0
1,retrieval,3,6,11,6,4,animal_body,,,0,0,0
1,retrieval,3,7,10,5,1,human_face,,,0,0,0
1,retrieval,3,8,7,4,3,human_body,,,0,0,0
1,retrieval,3,9,9,5,4,human_body,,,0,0,0
1,retrieval,3,10,4,2,3,animal_face,,,0,0,0
1,retrieval,3,11,1,1,2,animal_face,,,0,0,0
1,retrieval,3,12,12,6,1,plants,,,0,0,0
1,test1,3,1,5,3,2,human_face,,,NaN,NaN,NaN
1,test1,3,2,8,4,2,lifeless,,,NaN,NaN,NaN
1,test1,3,3,6,3,1,lifeless,,,NaN,NaN,NaN
1,test1,3,4,2,1,3,animal_body,,,NaN,NaN,NaN
1,test1,3,5,3,2,4,plants,,,NaN,NaN,NaN
1,test1,3,6,11,6,4,animal_body,,,NaN,NaN,NaN
1,test1,3,7,10,5,1,human_face,,,NaN,NaN,NaN
1,test1,3,8,7,4,3,human_body,,,NaN,NaN,NaN
1,test1,3,9,9,5,4,human_body,,,NaN,NaN,NaN
1,test1,3,10,4,2,3,animal_face,,,NaN,NaN,NaN
1,test1,3,11,1,1,2,animal_face,,,NaN,NaN,NaN
1,test1,3,12,12,6,1,plants,,,NaN,NaN,NaN
1,test2,3,1,5,3,2,human_face,,,NaN,NaN,NaN
1,test2,3,2,8,4,2,lifeless,,,NaN,NaN,NaN
1,test2,3,3,6,3,1,lifeless,,,NaN,NaN,NaN
1,test2,3,4,2,1,3,animal_body,,,NaN,NaN,NaN
1,test2,3,5,3,2,4,plants,,,NaN,NaN,NaN
1,test2,3,6,11,6,4,animal_body,,,NaN,NaN,NaN
1,test2,3,7,10,5,1,human_face,,,NaN,NaN,NaN
1,test2,3,8,7,4,3,human_body,,,NaN,NaN,NaN
1,test2,3,9,9,5,4,human_body,,,NaN,NaN,NaN
1,test2,3,10,4,2,3,animal_face,,,NaN,NaN,NaN
1,test2,3,11,1,1,2,animal_face,,,NaN,NaN,NaN
1,test2,3,12,12,6,1,plants,,,NaN,NaN,NaN
1,learning,4,1,5,6,3,human_face,,,0,0,0
1,learning,4,2,11,3,2,animal_body,,,0,0,0
1,learning,4,3,3,5,3,plants,,,0,0,0
1,learning,4,4,2,6,2,animal_body,,,0,0,0
1,learning,4,5,8,5,4,lifeless,,,0,0,0
1,learning,4,6,6,2,2,lifeless,,,0,0,0
1,learning,4,7,9,2,1,human_body,,,0,0,0
1,learning,4,8,1,4,1,animal_face,,,0,0,0
1,learning,4,9,12,1,4,plants,,,0,0,0
1,learning,4,10,10,4,3,human_face,,,0,0,0
1,learning,4,11,4,3,4,animal_face,,,0,0,0
1,learning,4,12,7,1,1,human_body,,,0,0,0
1,retrieval,4,1,11,3,2,animal_body,,,0,0,0
1,retrieval,4,2,7,1,1,human_body,,,0,0,0
1,retrieval,4,3,9,2,1,human_body,,,0,0,0
1,retrieval,4,4,4,3,4,animal_face,,,0,0,0
1,retrieval,4,5,10,4,3,human_face,,,0,0,0
1,retrieval,4,6,12,1,4,plants,,,0,0,0
1,retrieval,4,7,6,2,2,lifeless,,,0,0,0
1,retrieval,4,8,1,4,1,animal_face,,,0,0,0
1,retrieval,4,9,8,5,4,lifeless,,,0,0,0
1,retrieval,4,10,3,5,3,plants,,,0,0,0
1,retrieval,4,11,2,6,2,animal_body,,,0,0,0
1,retrieval,4,12,5,6,3,human_face,,,0,0,0
1,test1,4,1,11,3,2,animal_body,,,NaN,NaN,NaN
1,test1,4,2,7,1,1,human_body,,,NaN,NaN,NaN
1,test1,4,3,9,2,1,human_body,,,NaN,NaN,NaN
1,test1,4,4,4,3,4,animal_face,,,NaN,NaN,NaN
1,test1,4,5,10,4,3,human_face,,,NaN,NaN,NaN
1,test1,4,6,12,1,4,plants,,,NaN,NaN,NaN
1,test1,4,7,6,2,2,lifeless,,,NaN,NaN,NaN
1,test1,4,8,1,4,1,animal_face,,,NaN,NaN,NaN
1,test1,4,9,8,5,4,lifeless,,,NaN,NaN,NaN
1,test1,4,10,3,5,3,plants,,,NaN,NaN,NaN
1,test1,4,11,2,6,2,animal_body,,,NaN,NaN,NaN
1,test1,4,12,5,6,3,human_face,,,NaN,NaN,NaN
1,test2,4,1,11,3,2,animal_body,,,NaN,NaN,NaN
1,test2,4,2,7,1,1,human_body,,,NaN,NaN,NaN
1,test2,4,3,9,2,1,human_body,,,NaN,NaN,NaN
1,test2,4,4,4,3,4,animal_face,,,NaN,NaN,NaN
1,test2,4,5,10,4,3,human_face,,,NaN,NaN,NaN
1,test2,4,6,12,1,4,plants,,,NaN,NaN,NaN
1,test2,4,7,6,2,2,lifeless,,,NaN,NaN,NaN
1,test2,4,8,1,4,1,animal_face,,,NaN,NaN,NaN
1,test2,4,9,8,5,4,lifeless,,,NaN,NaN,NaN
1,test2,4,10,3,5,3,plants,,,NaN,NaN,NaN
1,test2,4,11,2,6,2,animal_body,,,NaN,NaN,NaN
1,test2,4,12,5,6,3,human_face,,,NaN,NaN,NaN
